context,error_reason,raw_data,logged_at
load_transactions,Invalid currency,"{""transaction_id"": ""6dc9ee14-6d2a-454c-beb0-ddb9a971562b"", ""timestamp"": ""2025-04-17T18:35:00"", ""amount"": 24372.84, ""currency"": ""NOK"", ""sender_account"": ""GB60NPBU87641218766623"", ""receiver_account"": ""SE8902XGBQ65373440284962"", ""sender_country"": ""Norway"", ""sender_municipality"": ""Marifoss"", ""receiver_country"": ""Sweden"", ""receiver_municipality"": ""Karlskrona"", ""transaction_type"": ""outgoing"", ""notes"": ""Reimbursement for travel""}",2025-06-03T09:08:59.358821
load_transactions,Invalid currency,"{""transaction_id"": ""bb61e9fd-3751-412b-b800-82e0ed2f6a4a"", ""timestamp"": ""2025-01-11T09:45:00"", ""amount"": 39950.28, ""currency"": ""NOK"", ""sender_account"": ""GB80TCUI55474454090480"", ""receiver_account"": ""SE8902VBSX39074781358158"", ""sender_country"": ""Norway"", ""sender_municipality"": ""Eliassen"", ""receiver_country"": ""Sweden"", ""receiver_municipality"": ""Helsingborg"", ""transaction_type"": ""outgoing"", ""notes"": ""Mobile recharge""}",2025-06-03T09:08:59.359792
load_transactions,Invalid currency,"{""transaction_id"": ""3721433b-eb5e-4af0-91d4-1c085989bd94"", ""timestamp"": ""2025-02-21T00:14:00"", ""amount"": 48345.39, ""currency"": ""NOK"", ""sender_account"": ""GB43HDKC23137529682315"", ""receiver_account"": ""SE8902CUNN22125220865735"", ""sender_country"": ""Norway"", ""sender_municipality"": ""Kjerstiborg"", ""receiver_country"": ""Sweden"", ""receiver_municipality"": ""V\u00e4xj\u00f6"", ""transaction_type"": ""incoming"", ""notes"": null}",2025-06-03T09:08:59.360769
load_transactions,Invalid currency,"{""transaction_id"": ""2455f582-8e20-401a-a8eb-ac897c0404c0"", ""timestamp"": ""2025-03-02T11:20:00"", ""amount"": 4820.27, ""currency"": ""ZMW"", ""sender_account"": ""GB36FSJD57841457723723"", ""receiver_account"": ""SE8902YIXR29588609244770"", ""sender_country"": ""Zambia"", ""sender_municipality"": ""Taylorport"", ""receiver_country"": ""Sweden"", ""receiver_municipality"": ""V\u00e4ster\u00e5s"", ""transaction_type"": ""incoming"", ""notes"": ""Tax refund""}",2025-06-03T09:08:59.361739
load_transactions,Invalid currency,"{""transaction_id"": ""7df3d017-39d1-4789-828e-d3fdfc05f524"", ""timestamp"": ""2025-01-16T03:50:00"", ""amount"": 2237.81, ""currency"": ""NOK"", ""sender_account"": ""GB82BFYC58464140046879"", ""receiver_account"": ""SE8902SVEX40095531093926"", ""sender_country"": ""Norway"", ""sender_municipality"": ""Ceciliedal"", ""receiver_country"": ""Sweden"", ""receiver_municipality"": ""V\u00e4xj\u00f6"", ""transaction_type"": ""outgoing"", ""notes"": ""Salary payment""}",2025-06-03T09:08:59.362713
load_transactions,Invalid currency,"{""transaction_id"": ""492500d3-3a3f-473e-b861-900a14c372d5"", ""timestamp"": ""2025-03-09T00:13:00"", ""amount"": 36030.85, ""currency"": ""DKK"", ""sender_account"": ""GB69EYER41458943646403"", ""receiver_account"": ""SE8902AAEJ67825986403885"", ""sender_country"": ""Denmark"", ""sender_municipality"": ""Stokkemarke"", ""receiver_country"": ""Sweden"", ""receiver_municipality"": ""Alings\u00e5s"", ""transaction_type"": ""outgoing"", ""notes"": ""Payment for invoice #8676""}",2025-06-03T09:08:59.363722
load_transactions,Invalid currency,"{""transaction_id"": ""3236af35-d0a3-4557-ad04-aa0c2d6e7150"", ""timestamp"": ""2025-01-12T15:22:00"", ""amount"": 20939.49, ""currency"": ""DKK"", ""sender_account"": ""GB37YAUV20077396855256"", ""receiver_account"": ""SE8902FITK67729451632648"", ""sender_country"": ""Denmark"", ""sender_municipality"": ""Thisted"", ""receiver_country"": ""Sweden"", ""receiver_municipality"": ""G\u00e4vle"", ""transaction_type"": ""outgoing"", ""notes"": ""Loan repayment""}",2025-06-03T09:08:59.364687
load_transactions,Invalid currency,"{""transaction_id"": ""003d0ba4-0cd8-4390-b782-12f99ec836ef"", ""timestamp"": ""2025-02-22T17:31:00"", ""amount"": 18579.06, ""currency"": ""DKK"", ""sender_account"": ""GB86SKMP08590635056702"", ""receiver_account"": ""SE8902FKMU98532754573323"", ""sender_country"": ""Denmark"", ""sender_municipality"": ""Toreby"", ""receiver_country"": ""Sweden"", ""receiver_municipality"": ""Uppsala"", ""transaction_type"": ""outgoing"", ""notes"": ""Online purchase""}",2025-06-03T09:08:59.365694
load_transactions,Invalid currency,"{""transaction_id"": ""d81bff30-cd8a-4e72-b3bd-74aa3a7fc699"", ""timestamp"": ""2025-04-05T23:03:00"", ""amount"": 35083.35, ""currency"": ""NOK"", ""sender_account"": ""GB95VENK49888612316709"", ""receiver_account"": ""SE8902OUYV90192199566077"", ""sender_country"": ""Norway"", ""sender_municipality"": ""Evadal"", ""receiver_country"": ""Sweden"", ""receiver_municipality"": ""G\u00e4vle"", ""transaction_type"": ""incoming"", ""notes"": ""Salary payment""}",2025-06-03T09:08:59.366687
load_transactions,Invalid currency,"{""transaction_id"": ""2a27a89e-0c08-4671-9f5d-477acf87d200"", ""timestamp"": ""2025-02-08T23:47:00"", ""amount"": 11383.1, ""currency"": ""NOK"", ""sender_account"": ""GB50SOUV49171122066998"", ""receiver_account"": ""SE8902MPWG51569045484865"", ""sender_country"": ""Norway"", ""sender_municipality"": ""Bj\u00f8rgnes"", ""receiver_country"": ""Sweden"", ""receiver_municipality"": ""Motala"", ""transaction_type"": ""outgoing"", ""notes"": ""Freelance project payment""}",2025-06-03T09:08:59.367661
load_transactions,Invalid currency,"{""transaction_id"": ""52c6e2c8-91d2-40d8-9121-543132484064"", ""timestamp"": ""2025-04-16T12:15:00"", ""amount"": 25559.41, ""currency"": ""RMB"", ""sender_account"": ""GB20NAPJ69728697636808"", ""receiver_account"": ""SE8902TMHA72646385787943"", ""sender_country"": ""China"", ""sender_municipality"": ""\u6c38\u5b89\u5e02"", ""receiver_country"": ""Sweden"", ""receiver_municipality"": ""Lidk\u00f6ping"", ""transaction_type"": ""incoming"", ""notes"": ""Loan repayment""}",2025-06-03T09:08:59.368628
load_transactions,Invalid currency,"{""transaction_id"": ""75d962fc-c16c-4075-bc0a-83e8d051366d"", ""timestamp"": ""2025-05-02T04:33:00"", ""amount"": 21237.63, ""currency"": ""NOK"", ""sender_account"": ""GB32MRNS93033260394518"", ""receiver_account"": ""SE8902NDNE36671961231780"", ""sender_country"": ""Norway"", ""sender_municipality"": ""Andresen"", ""receiver_country"": ""Sweden"", ""receiver_municipality"": ""Karlstad"", ""transaction_type"": ""outgoing"", ""notes"": ""Utility bill""}",2025-06-03T09:08:59.369591
load_transactions,Invalid currency,"{""transaction_id"": ""69ce7ecb-4b5d-4a36-a226-1294003f00ea"", ""timestamp"": ""2025-01-31T23:59:00"", ""amount"": 13990.13, ""currency"": ""NOK"", ""sender_account"": ""GB10ESWW91735838302012"", ""receiver_account"": ""SE8902YWYE88254254671994"", ""sender_country"": ""Norway"", ""sender_municipality"": ""Karolinesund"", ""receiver_country"": ""Sweden"", ""receiver_municipality"": ""Falun"", ""transaction_type"": ""outgoing"", ""notes"": ""Online purchase""}",2025-06-03T09:08:59.370559
load_transactions,Invalid currency,"{""transaction_id"": ""cc9eaaae-471a-4989-9517-77718c412d34"", ""timestamp"": ""2025-03-07T00:28:00"", ""amount"": 2989.1, ""currency"": ""NOK"", ""sender_account"": ""GB37RVQY99629235220830"", ""receiver_account"": ""SE8902MEJF62740560811988"", ""sender_country"": ""Norway"", ""sender_municipality"": ""Torbj\u00f8rnodden"", ""receiver_country"": ""Sweden"", ""receiver_municipality"": ""Sk\u00f6vde"", ""transaction_type"": ""outgoing"", ""notes"": null}",2025-06-03T09:08:59.371562
load_transactions,Invalid currency,"{""transaction_id"": ""3cb72d0e-b83e-4dd3-9b83-d65dd4ea80e7"", ""timestamp"": ""2025-03-22T22:32:00"", ""amount"": 26344.64, ""currency"": ""DKK"", ""sender_account"": ""GB83RLGH57537350704977"", ""receiver_account"": ""SE8902VBSX39074781358158"", ""sender_country"": ""Denmark"", ""sender_municipality"": ""Karlslunde"", ""receiver_country"": ""Sweden"", ""receiver_municipality"": ""Helsingborg"", ""transaction_type"": ""outgoing"", ""notes"": ""Utility bill""}",2025-06-03T09:08:59.372547
load_transactions,Invalid currency,"{""transaction_id"": ""84ead4dc-ab5b-4c1a-8f50-98e88b0cf1b1"", ""timestamp"": ""2025-02-19T14:50:00"", ""amount"": 4104.02, ""currency"": ""DKK"", ""sender_account"": ""GB84GIJI80516886806894"", ""receiver_account"": ""SE8902SXSV66139578019742"", ""sender_country"": ""Denmark"", ""sender_municipality"": ""Trustrup"", ""receiver_country"": ""Sweden"", ""receiver_municipality"": ""Falun"", ""transaction_type"": ""incoming"", ""notes"": ""Tax refund""}",2025-06-03T09:08:59.373516
load_transactions,Invalid currency,"{""transaction_id"": ""1614d46a-6c7f-40fe-9e92-e689723e72f1"", ""timestamp"": ""2025-04-05T21:47:00"", ""amount"": 29153.19, ""currency"": ""DKK"", ""sender_account"": ""GB44NMZY79140253061063"", ""receiver_account"": ""SE8902GRHA70024737117241"", ""sender_country"": ""Denmark"", ""sender_municipality"": ""\u00d8ster Vr\u00e5"", ""receiver_country"": ""Sweden"", ""receiver_municipality"": ""Lidk\u00f6ping"", ""transaction_type"": ""incoming"", ""notes"": ""Payment for invoice #6211""}",2025-06-03T09:08:59.374488
load_transactions,Invalid currency,"{""transaction_id"": ""0f9b0e5e-351c-4a6a-b242-3016822f275b"", ""timestamp"": ""2025-02-27T09:02:00"", ""amount"": 38135.25, ""currency"": ""DKK"", ""sender_account"": ""GB11YJJU92479108914066"", ""receiver_account"": ""SE8902GFDI02146082509603"", ""sender_country"": ""Denmark"", ""sender_municipality"": ""Eskebjerg"", ""receiver_country"": ""Sweden"", ""receiver_municipality"": ""Karlskoga"", ""transaction_type"": ""incoming"", ""notes"": ""Mobile recharge""}",2025-06-03T09:08:59.375443
load_transactions,Invalid currency,"{""transaction_id"": ""9bae58ef-2f2c-4e42-8723-e16d577222bc"", ""timestamp"": ""2025-04-15T13:43:00"", ""amount"": 40604.27, ""currency"": ""DKK"", ""sender_account"": ""GB06AWFP69622363407639"", ""receiver_account"": ""SE8902BADO65968898453667"", ""sender_country"": ""Denmark"", ""sender_municipality"": ""Aarup"", ""receiver_country"": ""Sweden"", ""receiver_municipality"": ""Halmstad"", ""transaction_type"": ""outgoing"", ""notes"": ""Salary payment""}",2025-06-03T09:08:59.376404
load_transactions,Invalid currency,"{""transaction_id"": ""cdf8927f-6bcf-4819-9017-7ce7f74db8e1"", ""timestamp"": ""2025-04-22T07:15:00"", ""amount"": 26757.19, ""currency"": ""DKK"", ""sender_account"": ""GB98EBKQ17090979665199"", ""receiver_account"": ""SE8902HRZI51889347255465"", ""sender_country"": ""Denmark"", ""sender_municipality"": ""H\u00f8ng"", ""receiver_country"": null, ""receiver_municipality"": ""\u00d6stersund"", ""transaction_type"": ""incoming"", ""notes"": ""Payment for invoice #3147""}",2025-06-03T09:08:59.377375
load_transactions,Invalid currency,"{""transaction_id"": ""c7dce9fd-3461-41b4-bd3a-2ac38c13eb41"", ""timestamp"": ""2025-03-31T19:05:00"", ""amount"": 24304.59, ""currency"": ""DKK"", ""sender_account"": ""GB44VRVP00925790694857"", ""receiver_account"": ""SE8902TARS73293766587552"", ""sender_country"": ""Denmark"", ""sender_municipality"": ""Jelling"", ""receiver_country"": ""Sweden"", ""receiver_municipality"": ""Stockholm"", ""transaction_type"": ""incoming"", ""notes"": ""Utility bill""}",2025-06-03T09:08:59.378570
load_transactions,Invalid currency,"{""transaction_id"": ""ed3d909f-9c98-404f-ba2e-14fcecae6796"", ""timestamp"": ""2025-03-29T03:08:00"", ""amount"": 39836.69, ""currency"": ""DKK"", ""sender_account"": ""GB81NQCB33945779533634"", ""receiver_account"": ""SE8902WSOG82520529247442"", ""sender_country"": ""Denmark"", ""sender_municipality"": ""Asaa"", ""receiver_country"": ""Sweden"", ""receiver_municipality"": ""Varberg"", ""transaction_type"": ""outgoing"", ""notes"": ""Subscription fee""}",2025-06-03T09:08:59.379599
load_transactions,Invalid currency,"{""transaction_id"": ""390aea5f-ecf2-4abd-b3fd-2ca450ecaec4"", ""timestamp"": ""2025-02-03T00:49:00"", ""amount"": 44987.97, ""currency"": ""NOK"", ""sender_account"": ""GB45TQXQ79487451726535"", ""receiver_account"": ""SE8902RBPQ42858370864616"", ""sender_country"": ""Norway"", ""sender_municipality"": ""Engen"", ""receiver_country"": ""Sweden"", ""receiver_municipality"": ""Halmstad"", ""transaction_type"": ""incoming"", ""notes"": ""Mobile recharge""}",2025-06-03T09:08:59.380573
load_transactions,Invalid currency,"{""transaction_id"": ""c910cc42-cafc-4578-a88e-27038a31f3ee"", ""timestamp"": ""2025-04-10T16:10:00"", ""amount"": 29105.5, ""currency"": ""NOK"", ""sender_account"": ""GB46ZDSI84413786716826"", ""receiver_account"": ""SE8902WOBG56284432759181"", ""sender_country"": ""Norway"", ""sender_municipality"": ""Arnesen"", ""receiver_country"": ""Sweden"", ""receiver_municipality"": ""Kalmar"", ""transaction_type"": ""incoming"", ""notes"": ""Reimbursement for travel""}",2025-06-03T09:08:59.381544
load_transactions,Invalid currency,"{""transaction_id"": ""382b9e69-c7a7-4bf2-b0cb-f738adbfb6bf"", ""timestamp"": ""2025-02-14T17:00:00"", ""amount"": 65.51, ""currency"": ""JPY"", ""sender_account"": ""GB16BEML92280806418923"", ""receiver_account"": ""SE8902LKXQ69920608322446"", ""sender_country"": ""Japan"", ""sender_municipality"": ""\u897f\u6771\u4eac\u5e02"", ""receiver_country"": ""Sweden"", ""receiver_municipality"": ""V\u00e4xj\u00f6"", ""transaction_type"": ""incoming"", ""notes"": ""Loan repayment""}",2025-06-03T09:08:59.382517
load_transactions,Invalid currency,"{""transaction_id"": ""0a37e9a7-6a6e-4a3c-82c2-ed924f5867e8"", ""timestamp"": ""2025-02-28T14:00:00"", ""amount"": 93.91, ""currency"": ""ZAR"", ""sender_account"": ""GB17EKIH82188052542508"", ""receiver_account"": ""SE8902YBWC04395871663306"", ""sender_country"": ""South Africa"", ""sender_municipality"": ""Greenstad"", ""receiver_country"": ""Sweden"", ""receiver_municipality"": ""Pite\u00e5"", ""transaction_type"": ""outgoing"", ""notes"": ""Subscription fee""}",2025-06-03T09:08:59.383517
load_transactions,Invalid currency,"{""transaction_id"": ""907b530e-59a9-4d83-a8c5-875edec8f973"", ""timestamp"": ""2025-01-21T10:00:00"", ""amount"": 71.61, ""currency"": ""RMB"", ""sender_account"": ""GB34INCO76817158151909"", ""receiver_account"": ""SE8902BXJC93392072105707"", ""sender_country"": ""Myanmar"", ""sender_municipality"": ""New Abigail"", ""receiver_country"": ""Sweden"", ""receiver_municipality"": ""Karlskrona"", ""transaction_type"": ""outgoing"", ""notes"": ""Loan repayment""}",2025-06-03T09:08:59.384498
load_transactions,Invalid currency,"{""transaction_id"": ""eeb2b105-8e35-4c42-a774-148344891df8"", ""timestamp"": ""2025-01-10T13:00:00"", ""amount"": 60.28, ""currency"": ""ZAR"", ""sender_account"": ""GB22NGXE16381586323070"", ""receiver_account"": ""SE8902AXQM18280403499014"", ""sender_country"": ""South Africa"", ""sender_municipality"": ""Port Colin"", ""receiver_country"": ""Sweden"", ""receiver_municipality"": ""\u00d6stersund"", ""transaction_type"": ""incoming"", ""notes"": ""Mobile recharge""}",2025-06-03T09:08:59.385462
load_transactions,Invalid currency,"{""transaction_id"": ""096c2e97-8d1d-4272-acec-ff79540ac229"", ""timestamp"": ""2025-01-24T14:00:00"", ""amount"": 187.56, ""currency"": ""RMB"", ""sender_account"": ""GB05EWOA74534693538495"", ""receiver_account"": ""SE8902AXQM18280403499014"", ""sender_country"": ""Myanmar"", ""sender_municipality"": ""Knightland"", ""receiver_country"": ""Sweden"", ""receiver_municipality"": ""Pite\u00e5"", ""transaction_type"": ""incoming"", ""notes"": ""Reimbursement for travel""}",2025-06-03T09:08:59.386432
load_transactions,Invalid currency,"{""transaction_id"": ""d622c563-bc14-4a81-bdfd-b6e6153744a1"", ""timestamp"": ""2025-03-24T10:00:00"", ""amount"": 185.99, ""currency"": ""JPY"", ""sender_account"": ""GB85IPJM21185174581982"", ""receiver_account"": ""SE8902SEYF48760878274175"", ""sender_country"": ""Japan"", ""sender_municipality"": ""\u6a2a\u6d5c\u5e02\u90fd\u7b51\u533a"", ""receiver_country"": ""Sweden"", ""receiver_municipality"": ""Borl\u00e4nge"", ""transaction_type"": ""outgoing"", ""notes"": ""Tax refund""}",2025-06-03T09:08:59.387412
load_transactions,Invalid currency,"{""transaction_id"": ""04337597-a62a-4e36-8f1d-32e68d90564f"", ""timestamp"": ""2025-02-26T11:00:00"", ""amount"": 20.88, ""currency"": ""ZMW"", ""sender_account"": ""GB94JLLY47827988356981"", ""receiver_account"": ""SE8902TNEQ21759041931830"", ""sender_country"": ""Zambia"", ""sender_municipality"": ""Dorothybury"", ""receiver_country"": ""Sweden"", ""receiver_municipality"": ""Bor\u00e5s"", ""transaction_type"": ""outgoing"", ""notes"": ""Salary payment""}",2025-06-03T09:08:59.388480
load_transactions,Invalid currency,"{""transaction_id"": ""55970d8c-77f8-4efc-bee3-cb36e83b93aa"", ""timestamp"": ""2025-03-25T16:00:00"", ""amount"": 95.54, ""currency"": ""RMB"", ""sender_account"": ""GB28ODPZ56268743453323"", ""receiver_account"": ""SE8902XXAF74151570423565"", ""sender_country"": ""China"", ""sender_municipality"": ""\u5efa\u534e\u5e02"", ""receiver_country"": ""Sweden"", ""receiver_municipality"": ""Karlskoga"", ""transaction_type"": ""incoming"", ""notes"": ""Freelance project payment""}",2025-06-03T09:08:59.389476
load_transactions,Invalid currency,"{""transaction_id"": ""00367576-41b5-477f-88ab-2a4353eeb33e"", ""timestamp"": ""2025-03-21T16:00:00"", ""amount"": 93.75, ""currency"": ""ZMW"", ""sender_account"": ""GB92QFDT14939612165684"", ""receiver_account"": ""SE8902JXNJ08943900596647"", ""sender_country"": ""Zambia"", ""sender_municipality"": ""Adamsfort"", ""receiver_country"": ""Sweden"", ""receiver_municipality"": ""Landskrona"", ""transaction_type"": ""incoming"", ""notes"": ""Freelance project payment""}",2025-06-03T09:08:59.390457
load_transactions,Invalid currency,"{""transaction_id"": ""9cc03d06-a90f-4088-a455-a1206e4a113b"", ""timestamp"": ""2025-03-16T02:42:00"", ""amount"": 43050.16, ""currency"": ""DKK"", ""sender_account"": ""GB58KVRW29973435097995"", ""receiver_account"": ""SE8902VJHZ33855900402507"", ""sender_country"": ""Denmark"", ""sender_municipality"": ""Stubbek\u00f8bing"", ""receiver_country"": ""Sweden"", ""receiver_municipality"": ""Trollh\u00e4ttan"", ""transaction_type"": ""outgoing"", ""notes"": ""Freelance project payment""}",2025-06-03T09:20:46.126005
load_transactions,Invalid currency,"{""transaction_id"": ""11dc448f-b2f8-4da9-bdb3-489af6968065"", ""timestamp"": ""2025-02-09T05:57:00"", ""amount"": 12313.61, ""currency"": ""DKK"", ""sender_account"": ""GB58RGNE08773109585668"", ""receiver_account"": ""SE8902PSFY01211467765419"", ""sender_country"": ""Denmark"", ""sender_municipality"": ""Ansager"", ""receiver_country"": ""Sweden"", ""receiver_municipality"": ""Malm\u00f6"", ""transaction_type"": ""incoming"", ""notes"": ""Online purchase""}",2025-06-03T09:20:46.128758
load_transactions,Invalid currency,"{""transaction_id"": ""89ec4e20-e340-4564-9aed-aad4e34b4072"", ""timestamp"": ""2025-01-01T03:06:00"", ""amount"": 4948.72, ""currency"": ""JPY"", ""sender_account"": ""GB57XLJK54860899889594"", ""receiver_account"": ""SE8902VBSX39074781358158"", ""sender_country"": ""Japan"", ""sender_municipality"": ""\u516b\u738b\u5b50\u5e02"", ""receiver_country"": ""Sweden"", ""receiver_municipality"": ""Eskilstuna"", ""transaction_type"": ""outgoing"", ""notes"": ""Tax refund""}",2025-06-03T09:20:46.130284
load_transactions,Invalid currency,"{""transaction_id"": ""f05eaab6-7a98-4d46-a020-45e8e1409e58"", ""timestamp"": ""2025-04-15T16:57:00"", ""amount"": 41839.42, ""currency"": ""ZMW"", ""sender_account"": ""GB42QTTR07621951221751"", ""receiver_account"": ""SE8902FOBI10005828618756"", ""sender_country"": ""Zambia"", ""sender_municipality"": ""Francescaport"", ""receiver_country"": ""Sweden"", ""receiver_municipality"": ""Trelleborg"", ""transaction_type"": ""incoming"", ""notes"": ""Online purchase""}",2025-06-03T09:20:46.131516
load_transactions,Invalid currency,"{""transaction_id"": ""360e9e09-6302-49dd-bde6-099bceb7002b"", ""timestamp"": ""2025-02-18T15:56:00"", ""amount"": 40728.22, ""currency"": ""NOK"", ""sender_account"": ""GB88VKAK77330134153197"", ""receiver_account"": ""SE8902XGBQ65373440284962"", ""sender_country"": ""Norway"", ""sender_municipality"": ""Runenes"", ""receiver_country"": ""Sweden"", ""receiver_municipality"": ""Norrk\u00f6ping"", ""transaction_type"": ""outgoing"", ""notes"": ""Salary payment""}",2025-06-03T09:20:46.132654
load_transactions,Invalid currency,"{""transaction_id"": ""e8a4b986-1ec0-4179-bc61-e8c1f9941de4"", ""timestamp"": ""2025-01-05T13:41:00"", ""amount"": 568.16, ""currency"": ""DKK"", ""sender_account"": ""GB40DDPD97331167975880"", ""receiver_account"": ""SE8902JXEZ02627245746002"", ""sender_country"": ""Denmark"", ""sender_municipality"": ""Frederikssund"", ""receiver_country"": ""Sweden"", ""receiver_municipality"": ""\u00d6stersund"", ""transaction_type"": ""outgoing"", ""notes"": ""Tax refund""}",2025-06-03T09:20:46.133766
load_transactions,Invalid currency,"{""transaction_id"": ""b50cb943-265a-4525-8f3d-8af74a8d7255"", ""timestamp"": ""2025-04-24T22:49:00"", ""amount"": 26185.75, ""currency"": ""NOK"", ""sender_account"": ""GB53QULE96348267323355"", ""receiver_account"": ""SE8902LACW59549122762926"", ""sender_country"": ""Norway"", ""sender_municipality"": ""Jorunn\u00f8y"", ""receiver_country"": ""Sweden"", ""receiver_municipality"": ""Uddevalla"", ""transaction_type"": ""outgoing"", ""notes"": ""Loan repayment""}",2025-06-03T09:20:46.134890
load_transactions,Invalid currency,"{""transaction_id"": ""bb814e7b-5845-4db8-839d-3830fb7e553e"", ""timestamp"": ""2025-03-25T21:49:00"", ""amount"": 32187.01, ""currency"": ""DKK"", ""sender_account"": ""GB95YTFI00978624539572"", ""receiver_account"": ""SE8902JUBX10521679094085"", ""sender_country"": ""Denmark"", ""sender_municipality"": ""Nyk\u00f8bing M"", ""receiver_country"": ""Sweden"", ""receiver_municipality"": ""Alings\u00e5s"", ""transaction_type"": ""outgoing"", ""notes"": ""Consulting fee""}",2025-06-03T09:20:46.136046
load_transactions,Invalid currency,"{""transaction_id"": ""6b39b850-98fc-4214-9f6e-5c5f0fcae62c"", ""timestamp"": ""2025-02-16T18:20:00"", ""amount"": 2944.85, ""currency"": ""NOK"", ""sender_account"": ""GB37RTRE83659860748014"", ""receiver_account"": ""SE8902XETE95068684209773"", ""sender_country"": ""Norway"", ""sender_municipality"": ""Lunde"", ""receiver_country"": ""Sweden"", ""receiver_municipality"": ""Trelleborg"", ""transaction_type"": ""outgoing"", ""notes"": ""Rent transfer""}",2025-06-03T09:20:46.137244
load_transactions,Invalid currency,"{""transaction_id"": ""317a8209-d279-45ef-baf7-3d4e6cdfb1ac"", ""timestamp"": ""2025-04-04T01:23:00"", ""amount"": 37202.13, ""currency"": ""DKK"", ""sender_account"": ""GB53WQTN46601234739330"", ""receiver_account"": ""SE8902MINV17334030266764"", ""sender_country"": ""Denmark"", ""sender_municipality"": ""Gelsted"", ""receiver_country"": ""Sweden"", ""receiver_municipality"": ""Nyk\u00f6ping"", ""transaction_type"": ""incoming"", ""notes"": ""Reimbursement for travel""}",2025-06-03T09:20:46.138461
load_transactions,Invalid currency,"{""transaction_id"": ""0fdc396a-874d-41a1-86a4-4199fbc9350a"", ""timestamp"": ""2025-04-26T10:35:00"", ""amount"": 8929.15, ""currency"": ""DKK"", ""sender_account"": ""GB37UIVJ72432579359044"", ""receiver_account"": ""SE8902VULP28317370301184"", ""sender_country"": ""Denmark"", ""sender_municipality"": ""Langeskov"", ""receiver_country"": ""Sweden"", ""receiver_municipality"": ""Link\u00f6ping"", ""transaction_type"": ""outgoing"", ""notes"": ""Payment for invoice #4275""}",2025-06-03T09:20:46.139562
load_transactions,Invalid currency,"{""transaction_id"": ""2494c953-b06e-4e46-8d01-5fa0948aeeab"", ""timestamp"": ""2025-02-19T05:05:00"", ""amount"": 15035.17, ""currency"": ""DKK"", ""sender_account"": ""GB40LJIG13070988452523"", ""receiver_account"": ""SE8902APRX63562848993577"", ""sender_country"": ""Denmark"", ""sender_municipality"": ""Jerup"", ""receiver_country"": ""Sweden"", ""receiver_municipality"": ""Karlskrona"", ""transaction_type"": ""incoming"", ""notes"": ""Reimbursement for travel""}",2025-06-03T09:20:46.140608
load_transactions,Invalid currency,"{""transaction_id"": ""e949faad-cdac-4bc7-bc9e-7ac001a24817"", ""timestamp"": ""2025-01-17T09:32:00"", ""amount"": 27256.82, ""currency"": ""DKK"", ""sender_account"": ""GB59SWZV54462302319403"", ""receiver_account"": ""SE8902FWBT85916441228504"", ""sender_country"": ""Denmark"", ""sender_municipality"": ""Stege"", ""receiver_country"": ""Sweden"", ""receiver_municipality"": ""S\u00f6dert\u00e4lje"", ""transaction_type"": ""incoming"", ""notes"": ""Rent transfer""}",2025-06-03T09:20:46.141940
load_transactions,Invalid currency,"{""transaction_id"": ""f553c238-2a8d-493f-bdce-3d8a23f579f1"", ""timestamp"": ""2025-05-04T15:04:00"", ""amount"": 10163.02, ""currency"": ""NOK"", ""sender_account"": ""GB82ZCKI94244825516092"", ""receiver_account"": ""SE8902URSS59260219235990"", ""sender_country"": ""Norway"", ""sender_municipality"": ""Dahl"", ""receiver_country"": ""Sweden"", ""receiver_municipality"": ""\u00d6stersund"", ""transaction_type"": ""incoming"", ""notes"": ""Loan repayment""}",2025-06-03T09:20:46.143208
load_transactions,Invalid currency,"{""transaction_id"": ""a8b9ddd8-8108-490e-8a76-7b8759250e51"", ""timestamp"": ""2025-02-13T08:08:00"", ""amount"": 43475.46, ""currency"": ""DKK"", ""sender_account"": ""GB10ITQS27243907029377"", ""receiver_account"": ""SE8902IQDI59898249098467"", ""sender_country"": ""Denmark"", ""sender_municipality"": ""Havdrup"", ""receiver_country"": ""Sweden"", ""receiver_municipality"": ""S\u00f6dert\u00e4lje"", ""transaction_type"": ""outgoing"", ""notes"": ""Insurance payout""}",2025-06-03T09:20:46.144364
load_transactions,Invalid currency,"{""transaction_id"": ""2695d35a-0bf4-401a-982d-4c1b750adcc9"", ""timestamp"": ""2025-02-23T04:45:00"", ""amount"": 24532.57, ""currency"": ""DKK"", ""sender_account"": ""GB89RYZI48020596870522"", ""receiver_account"": ""SE8902LWGY12400441776877"", ""sender_country"": ""Denmark"", ""sender_municipality"": ""S\u00f8nders\u00f8"", ""receiver_country"": ""Sweden"", ""receiver_municipality"": ""Uppsala"", ""transaction_type"": ""incoming"", ""notes"": ""Mobile recharge""}",2025-06-03T09:20:46.145479
load_transactions,Invalid currency,"{""transaction_id"": ""0a70aa22-989a-4e05-8604-1db4fb23fdbc"", ""timestamp"": ""2025-05-06T22:26:00"", ""amount"": 43588.93, ""currency"": ""NOK"", ""sender_account"": ""GB90WDRR79943677247148"", ""receiver_account"": ""SE8902ABOS54302823852209"", ""sender_country"": ""Norway"", ""sender_municipality"": ""S\u00e6ther"", ""receiver_country"": ""Sweden"", ""receiver_municipality"": ""Trelleborg"", ""transaction_type"": ""outgoing"", ""notes"": ""Subscription fee""}",2025-06-03T09:20:46.147127
